Title,Developer,Publisher,first_released,region_first_released_in,Excluded,released_in_eu_pal_or_na,Physical_Owned,type_owned
Barbarian,Saffire,"Titus SoftwareNA/EU, TaitoJP",27/06/2002,NA,FALSE,TRUE,FALSE,
Barbie as the Island Princess,Human Soft,Activision,30/10/2007,NA,FALSE,TRUE,FALSE,
Barbie Horse Adventures: Riding Camp,Pixel Tales,Activision,21/10/2008,NA,FALSE,TRUE,FALSE,
Barbie Horse Adventures: Wild Horse Rescue,Blitz Games,Vivendi Universal Games,04/11/2003,NA,FALSE,TRUE,FALSE,
Barbie in the 12 Dancing Princesses,Blue Monkey Studios,Activision,28/11/2006,NA,FALSE,TRUE,FALSE,
Barnyard,Blue Tongue,THQ,01/08/2006,NA,FALSE,TRUE,TRUE,Base
Baroque,Sting Entertainment,"Sting EntertainmentJP, AtlusNA, Rising Star GamesEU",08/04/2008,NA,FALSE,TRUE,FALSE,
Baseball Live 2005,Namco,Namco,21/04/2005,JP,TRUE,FALSE,FALSE,
Baseball Mania,Tamsoft,"D3 PublisherJP, 505 Game StreetEU",05/08/2004,JP,FALSE,TRUE,FALSE,
Basic Studio: Powerful Game Koubou,Artdink,Artdink,19/04/2001,JP,TRUE,FALSE,FALSE,
Baskelian,Jorudan,Jorudan,07/08/2003,JP,TRUE,FALSE,FALSE,
Basketball Xciting,Tamsoft,"D3 PublisherJP, AgetecEU",29/05/2003,JP,FALSE,TRUE,FALSE,
Bass Landing 3,Sammy Studios,Sammy Studios,27/02/2003,JP,TRUE,FALSE,FALSE,
Bass Strike,THQ,"THQEU, NA, CapcomJP",26/09/2001,NA,FALSE,TRUE,FALSE,
Batman Begins,Eurocom,Electronic Arts,14/06/2005,NA,FALSE,TRUE,TRUE,Base
Batman: Rise of Sin Tzu,Ubisoft Montreal,Ubisoft,16/10/2003,NA,FALSE,TRUE,FALSE,
Batman: Vengeance,Ubisoft Montreal,Ubisoft,15/10/2001,NA,FALSE,TRUE,FALSE,
Battle Assault 3 featuring Gundam Seed,"Natsume Co., Ltd.",Bandai,07/12/2004,NA,FALSE,TRUE,FALSE,
Battle Engine Aquila,Lost Toys,Infogrames,19/01/2003,NA,FALSE,TRUE,FALSE,
Battle Gear 3,Nex Entertainment,Taito,25/12/2003,JP,TRUE,FALSE,FALSE,
Battle of Sunrise,Sunrise Interactive,Sunrise Interactive,10/04/2008,JP,TRUE,FALSE,FALSE,
Battle Stadium D.O.N,Eighting,Namco Bandai Games,20/07/2006,JP,TRUE,FALSE,FALSE,
Battlefield 2: Modern Combat,DICE,EA Games,24/10/2005,NA,FALSE,TRUE,TRUE,Base
Battlestar Galactica,Warthog,Universal Interactive,19/11/2003,NA,FALSE,TRUE,FALSE,
BCV: Battle Construction Vehicles,Artdink,"ArtdinkJP, Midas Interactive EntertainmentEU",01/06/2000,JP,FALSE,TRUE,FALSE,
Beach King Stunt Racer,Davilex,Davilex,28/08/2005,EU,FALSE,TRUE,FALSE,
Beast Sapp,Nippon Amuse,Nippon Amuse,27/05/2004,JP,TRUE,FALSE,FALSE,
Beat Down: Fists of Vengeance,Cavia,Capcom,23/08/2003,NA,FALSE,TRUE,FALSE,
Beatmania,Konami,Konami,28/03/2006,NA,FALSE,TRUE,FALSE,
BeatMania Da Da Da!!,Konami Digital Entertainment,Konami Digital Entertainment,29/03/2001,JP,TRUE,FALSE,FALSE,
BeatMania Da Da Da!! The Best Da,Konami Digital Entertainment,Konami Digital Entertainment,16/05/2002,JP,TRUE,FALSE,FALSE,
Beatmania IIDX 10th Style,Konami,Konami,17/11/2005,JP,TRUE,FALSE,FALSE,
Beatmania IIDX 11: IIDX RED,Konami Digital Entertainment,Konami Digital Entertainment,18/05/2006,JP,TRUE,FALSE,FALSE,
Beatmania IIDX 12: Happy Sky,Konami Digital Entertainment,Konami Digital Entertainment,14/12/2006,JP,TRUE,FALSE,FALSE,
Beatmania IIDX 13: Distorted,Konami Digital Entertainment,Konami Digital Entertainment,30/08/2007,JP,TRUE,FALSE,FALSE,
Beatmania IIDX 14: Gold,Konami Digital Entertainment,Konami Digital Entertainment,29/05/2008,JP,TRUE,FALSE,FALSE,
Beatmania IIDX 15: DJ Troopers,Konami Digital Entertainment,Konami Digital Entertainment,18/12/2008,JP,TRUE,FALSE,FALSE,
Beatmania IIDX 16: Empress + Premium Best,Konami Digital Entertainment,Konami Digital Entertainment,15/10/2009,JP,TRUE,FALSE,FALSE,
Beatmania IIDX 3rd Style,Konami Computer Entertainment Japan,Konami,02/11/2000,JP,TRUE,FALSE,FALSE,
Beatmania IIDX 4th Style: New Songs Collection,Konami Computer Entertainment Japan,Konami,29/03/2001,JP,TRUE,FALSE,FALSE,
Beatmania IIDX 5th Style: New Songs Collection,Konami Computer Entertainment Japan,Konami,30/08/2001,JP,TRUE,FALSE,FALSE,
Beatmania IIDX 6th Style: New Songs Collection,Konami Computer Entertainment Japan,Konami,18/07/2002,JP,TRUE,FALSE,FALSE,
Beatmania IIDX 7th Style,Konami Computer Entertainment Studios,Konami,13/03/2004,JP,TRUE,FALSE,FALSE,
Beatmania IIDX 8th Style,Konami Computer Entertainment Studios,Konami,18/11/2004,JP,TRUE,FALSE,FALSE,
Beatmania IIDX 9th Style,Konami Computer Entertainment Studios,Konami,21/03/2005,JP,TRUE,FALSE,FALSE,
Beck: The Game,Flagship,Marvelous Entertainment,31/03/2005,JP,TRUE,FALSE,FALSE,
Bee Movie Game,Beenox,Activision,30/10/2007,NA,FALSE,TRUE,TRUE,Base
Ben 10 Alien Force: Vilgax Attacks,Papaya Studio,D3Publisher,27/10/2009,NA,FALSE,TRUE,FALSE,
Ben 10 Ultimate Alien: Cosmic Destruction,Papaya Studio,D3 Publisher,05/10/2010,NA,FALSE,TRUE,FALSE,
Ben 10: Alien Force,Monkey Bar Games,D3Publisher,28/10/2008,NA,FALSE,TRUE,FALSE,
Ben 10: Protector Of Earth,High Voltage Software,D3 Publisher,30/10/2007,NA,FALSE,TRUE,FALSE,
Ben Hur: Blood of Braves,Microids,Microids,28/02/2003,EU,FALSE,TRUE,FALSE,
Berserk: Millennium Falcon Hen Seima Senki no Shō,Yuke's,Sammy Studios,07/10/2004,JP,TRUE,FALSE,FALSE,
Beta Bloc,Tamsoft,"D3 PublisherJP, Essential GamesEU",14/09/2006,JP,FALSE,TRUE,FALSE,
Beverly Hills Cop,Atomic Planet Entertainment,Blast! Entertainment Ltd,2006,EU,FALSE,TRUE,FALSE,
Beyond Good & Evil,Ubisoft Montpellier,Ubisoft,11/11/2003,NA,FALSE,TRUE,TRUE,Base
Biathlon 2008,49Games,"RTLEU, Conspiracy EntertainmentNA",2007,EU,FALSE,TRUE,FALSE,
Big Idea's Veggie Tales: LarryBoy and the Bad Apple,Papaya Studio,Crave Entertainment,08/08/2006,NA,FALSE,TRUE,FALSE,
Big Mutha Truckers,Eutechnyx,"Empire InteractiveEU, THQNA, SpikeJP",16/06/2003,NA,FALSE,TRUE,FALSE,
Big Mutha Truckers 2,Eutechnyx,"XplosivEU, THQNA",24/06/2005,EU,FALSE,TRUE,FALSE,
Biker Mice from Mars,Creat Studios,The Game Factory,17/11/2006,EU,FALSE,TRUE,FALSE,
Bikkuri Mouse,Sony Computer Entertainment,Sony Computer Entertainment,27/07/2000,JP,TRUE,FALSE,FALSE,
Billiards Xciting,Agenda,"D3 PublisherJP, AgetecEU",14/11/2002,JP,FALSE,TRUE,TRUE,Base
Billy the Wizard: Rocket Broomstick Racing,Data Design Interactive,Metro3D,27/01/2006,EU,FALSE,TRUE,FALSE,
Binchou-tan: Shiawasegoyomi,Marvelous Interactive,Marvelous Interactive,26/04/2007,JP,TRUE,FALSE,FALSE,
Bionicle,Argonaut Games,"Electronic Arts
Lego Interactive",10/10/2003,EU,FALSE,TRUE,TRUE,Base
Bionicle Heroes,Traveller's Tales,"Eidos Interactive, Electronic ArtsJP",14/11/2006,NA,FALSE,TRUE,FALSE,
Bistro Cupid 2,Success,Success,28/08/2003,JP,TRUE,FALSE,FALSE,
Black,Criterion Games,Electronic Arts,24/02/2006,EU,FALSE,TRUE,TRUE,Base
Black & Bruised,Digital Fiction,"Majesco EntertainmentNA, Vivendi Universal GamesEU",26/01/2003,NA,FALSE,TRUE,FALSE,
Black Cat: Kikai Shikake no Tenshi,Capcom,Capcom,30/03/2006,JP,TRUE,FALSE,FALSE,
Black Market Bowling,Tantalus,Midas Interactive Entertainment,10/06/2005,PAL,FALSE,TRUE,FALSE,
Black/Matrix II,Flight-Plan,NEC Interchannel,28/03/2002,JP,TRUE,FALSE,FALSE,
Blade II,Mucky Foot,Activision,02/09/2002,NA,FALSE,TRUE,FALSE,
Blazing Souls,Neverland,Idea Factory,17/01/2006,JP,TRUE,FALSE,FALSE,
Bleach: Blade Battlers,Racjin,Sony Computer Entertainment,12/10/2006,JP,TRUE,FALSE,FALSE,
Bleach: Blade Battlers 2,Racjin,Sony Computer Entertainment,27/09/2007,JP,TRUE,FALSE,FALSE,
Bleach: Erabareshi Tamashii,Aspect,Sony Computer Entertainment,04/08/2005,JP,TRUE,FALSE,FALSE,
Bleach: Hanatareshi Yabou,Dingo Inc.,Sony Computer Entertainment,16/02/2006,JP,TRUE,FALSE,FALSE,
Blitz: The League,Midway Games,Midway Games,17/10/2005,NA,FALSE,TRUE,FALSE,
Blokus Club with Bumpy Trot,Irem,Irem,17/11/2005,JP,TRUE,FALSE,FALSE,
Blood Omen 2,Crystal Dynamics,Eidos Interactive,21/03/2002,NA,FALSE,TRUE,TRUE,Base
Blood Will Tell: Tezuka Osamu's Dororo,Sega,Sega,09/09/2004,JP,FALSE,TRUE,FALSE,
Blood: The Last Vampire - Gekan,Sony Computer Entertainment,Sony Computer Entertainment,21/12/2000,JP,TRUE,FALSE,FALSE,
Blood: The Last Vampire - Joukan,Sony Computer Entertainment,Sony Computer Entertainment,21/12/2000,JP,TRUE,FALSE,FALSE,
Blood+: One Night Kiss,Grasshopper Manufacture,Namco Bandai Games,31/08/2006,JP,TRUE,FALSE,FALSE,
Blood+: Souyoku no Battle Rondo,Sony Computer Entertainment,Sony Computer Entertainment,27/07/2006,JP,TRUE,FALSE,FALSE,
BloodRayne,Terminal Reality,"Majesco EntertainmentNA, Vivendi Universal GamesEU, Electronic ArtsJP",15/10/2002,NA,FALSE,TRUE,FALSE,
BloodRayne 2,Terminal Reality,"Majesco EntertainmentNA, THQEU",12/10/2004,NA,FALSE,TRUE,FALSE,
Bloody Roar 3,Eighting,"Hudson SoftJP, ActivisionNA, Virgin InteractiveEU",01/03/2001,JP,FALSE,TRUE,FALSE,
Bloody Roar 4,Eighting,"Hudson SoftJP, NA, KonamiEU",11/11/2003,NA,FALSE,TRUE,FALSE,
BlowOut,Terminal Reality,"Majesco EntertainmentNA, Zoo Digital PublishingEU",06/11/2003,NA,FALSE,TRUE,FALSE,
BMX XXX,Z-Axis,AKA Acclaim,19/11/2002,NA,FALSE,TRUE,FALSE,
Board Games Gallery,Phoenix Games,Phoenix Games,25/03/2005,NA,FALSE,TRUE,FALSE,
Bob the Builder Eye Toy,Atomic Planet Entertainment,Blast! Entertainment Ltd,20/07/2007,EU,FALSE,TRUE,FALSE,
Bob the Builder: Festival of Fun,Atomic Planet Entertainment,Blast! Entertainment Ltd,30/11/2007,EU,FALSE,TRUE,FALSE,
Boboboubo Boubobo: Hajike Matsuri,Hudson Soft,Hudson Soft,20/03/2003,JP,TRUE,FALSE,FALSE,
Boboboubo Boubobo: Shuumare! Taikan Boubobo,Hudson Soft,Hudson Soft,16/12/2004,JP,TRUE,FALSE,FALSE,
Bode Miller Alpine Skiing,49Games,"RTLEU, Valcon GamesNA",07/12/2005,EU,FALSE,TRUE,FALSE,
Boku no Natsuyasumi 2: Umi no Bouken Hen,Millennium Kitchen,Sony Computer Entertainment,11/07/2002,JP,TRUE,FALSE,FALSE,
Boku wa Chiisai,Victor Interactive Software,Victor Interactive Software,11/07/2002,JP,TRUE,FALSE,FALSE,
Bokura no Kazoku,Millennium Kitchen,Sony Computer Entertainment,24/03/2005,JP,TRUE,FALSE,FALSE,
Bolt,Avalanche Software,Disney Interactive Studios,10/11/2008,NA,FALSE,TRUE,FALSE,
Bombastic,Shift,"CapcomEU, NA, Sony Computer EntertainmentJP",19/12/2002,JP,FALSE,TRUE,FALSE,
Bomberman Hardball,Hudson Soft,Hudson SoftJPUbisoftEU,07/10/2004,JP,FALSE,TRUE,TRUE,Base
Bomberman Jetters,Hudson Soft,Hudson Soft,19/12/2002,JP,TRUE,FALSE,FALSE,
Bomberman Kart,"Racjin, Hudson Soft",Hudson SoftJPKonamiEU,20/12/2001,JP,FALSE,TRUE,FALSE,
Bomberman Kart DX,"Racjin, Hudson Soft",Hudson Soft,15/04/2004,JP,TRUE,FALSE,FALSE,
Bomberman Land 2,Racjin,Hudson Soft,17/07/2003,JP,TRUE,FALSE,FALSE,
Bomberman Land 3,Racjin,Hudson Soft,04/08/2005,JP,TRUE,FALSE,FALSE,
Boogie,Pipeworks Studios,Electronic Arts,12/11/2007,NA,TRUE,TRUE,TRUE,Base
Bouken Jidai Katsugeki: Goemon,Konami,Konami,21/12/2000,JP,TRUE,FALSE,FALSE,
Bouken Shounen Club Gahou,Jorudan,Jorudan,25/09/2003,JP,TRUE,FALSE,FALSE,
Bouken-Ou Beet: Darkness Century,Shade,Bandai,28/04/2005,JP,TRUE,FALSE,FALSE,
Boukoku no Aegis 2035: Warship Gunner,Koei,Koei,21/07/2005,JP,TRUE,FALSE,FALSE,
Bowling Xciting,Tamsoft,"D3 PublisherJP, AgetecEU",27/03/2003,JP,FALSE,TRUE,FALSE,
Boxing Champions,Tamsoft,"D3 PublisherJP, Midas Interactive EntertainmentEU",25/07/2002,JP,FALSE,TRUE,FALSE,
Bratz: Forever Diamondz,Blitz Games,THQ,18/09/2006,NA,FALSE,TRUE,TRUE,Base
Bratz: Girlz Really Rock,Blitz Games,THQ,13/10/2008,NA,FALSE,TRUE,FALSE,
Bratz: Rock Angelz,Blitz Games,THQ,06/10/2005,NA,FALSE,TRUE,FALSE,
Bratz: The Movie,Blitz Games,THQ,25/09/2007,NA,FALSE,TRUE,FALSE,
Brave Story: Wataru no Bouken,"SIMS Co., Ltd.",Sony Computer Entertainment,06/07/2006,JP,TRUE,FALSE,FALSE,
Brave: The Search for Spirit Dancer,Vis Entertainment,"Sony Computer EntertainmentEU, SouthPeak GamesNA",02/09/2005,EU,FALSE,TRUE,FALSE,
Bravo Music: Chou-Meikyokuban,Sony Computer Entertainment,Sony Computer Entertainment,17/01/2002,JP,TRUE,FALSE,FALSE,
Bravo Music: Christmas Edition,Sony Computer Entertainment,Sony Computer Entertainment,22/11/2001,JP,TRUE,FALSE,FALSE,
Breath of Fire: Dragon Quarter,Capcom Production Studio 3,Capcom,14/11/2002,JP,FALSE,TRUE,FALSE,
Breeders' Cup World Thoroughbred Championships,4J Studios,Bethesda Studios,29/09/2005,NA,FALSE,TRUE,FALSE,
Brian Lara International Cricket 2005,Codemasters,Codemasters,21/07/2005,EU,FALSE,TRUE,TRUE,Base
Brian Lara International Cricket 2007,Codemasters,Codemasters,23/03/2007,EU,FALSE,TRUE,FALSE,
Britney's Dance Beat,Metro Graphics,THQ,08/05/2002,NA,FALSE,TRUE,FALSE,
Broken Sword: The Sleeping Dragon,Revolution Software,"THQEU, Marvelous EntertainmentJP",14/11/2003,EU,FALSE,TRUE,FALSE,
Brothers in Arms: Earned in Blood,Gearbox Software,Ubisoft,27/10/2005,NA,FALSE,TRUE,TRUE,Base
Brothers in Arms: Road to Hill 30,Gearbox Software,Ubisoft,15/02/2005,NA,FALSE,TRUE,TRUE,Base
Brunswick Pro Bowling,Point of View,"Crave EntertainmentNA, 505 GamesPAL",21/08/2007,NA,FALSE,TRUE,FALSE,
Buccaneer,DigitalWare,"D3 PublisherJP, Essential GamesEU",06/04/2006,JP,FALSE,TRUE,FALSE,
Buffy the Vampire Slayer: Chaos Bleeds,Eurocom,Vivendi Universal Games,27/08/2003,NA,FALSE,TRUE,FALSE,
Bujingai: The Forsaken City,Taito,"TaitoJP, BAM! EntertainmentNA, 505 Game StreetEU",25/12/2003,JP,FALSE,TRUE,FALSE,
Bully,Rockstar Vancouver,"Rockstar GamesNA, PAL, Bethesda SoftworksJP",17/10/2006,NA,FALSE,TRUE,TRUE,Base
Burnout,Criterion Games,Acclaim Entertainment,01/11/2001,NA,FALSE,TRUE,TRUE,Platinum
Burnout 2: Point of Impact,Criterion Games,"Acclaim EntertainmentEU, NA, Sammy StudiosJP",30/09/2002,NA,FALSE,TRUE,TRUE,Base
Burnout 3: Takedown,Criterion Games,EA Games,07/09/2004,NA,FALSE,TRUE,TRUE,Base
Burnout Dominator,Criterion Games,Electronic Arts,06/03/2007,NA,FALSE,TRUE,FALSE,
Burnout Revenge,Criterion Games,Electronic Arts,13/09/2005,NA,FALSE,TRUE,FALSE,
Busin 0: Wizardry Alternative Neo,Racjin,Atlus,13/11/2003,JP,TRUE,FALSE,FALSE,
Busou Renkin: Yokosu Papillon Park e,Shade,Marvelous,28/06/2007,JP,TRUE,FALSE,FALSE,
Bust-A-Bloc,Tamsoft,"D3 PublisherJP, Midas Interactive EntertainmentEU",30/05/2002,JP,FALSE,TRUE,TRUE,Base
Butt-Ugly Martians: Zoom or Doom!,Crave Entertainment,"Vivendi Universal GamesEU, Crave EntertainmentNA",06/12/2002,EU,FALSE,TRUE,FALSE,
Buzz! Junior: Ace Racers,Cohort Studios,Sony Computer Entertainment,24/02/2008,EU,FALSE,TRUE,FALSE,
Buzz! Junior: Dino Den,Cohort Studios,Sony Computer Entertainment,22/02/2008,EU,FALSE,TRUE,TRUE,Base
Buzz! Junior: Jungle Party,Magenta Software,Sony Computer Entertainment,20/10/2006,EU,FALSE,TRUE,TRUE,Base
Buzz! Junior: Monster Rumble,FreeStyleGames & Magenta Software,Sony Computer Entertainment,02/11/2007,EU,FALSE,TRUE,TRUE,Base
Buzz! Junior: Robo Jam,Cohort Studios,Sony Computer Entertainment,27/05/2007,EU,FALSE,TRUE,TRUE,Base
Buzz!: Brain of the World,Relentless Software,Sony Computer Entertainment,13/02/2009,NO,FALSE,TRUE,FALSE,
Buzz!: The BIG Quiz,Relentless Software,Sony Computer Entertainment,17/03/2006,EU,FALSE,TRUE,TRUE,Base
Buzz!: The Hollywood Quiz,Relentless Software,Sony Computer Entertainment,19/10/2007,EU,FALSE,TRUE,FALSE,
Buzz!: The Mega Quiz,Relentless Software,Sony Computer Entertainment,27/04/2007,EU,FALSE,TRUE,FALSE,
Buzz!: The Music Quiz,Relentless Software,SCEE,21/10/2005,EU,FALSE,TRUE,TRUE,Base
Buzz!: The Pop Quiz,Relentless Software,Sony Computer Entertainment,14/03/2008,EU,FALSE,TRUE,FALSE,
Buzz!: The Schools Quiz,Relentless Software,Sony Computer Entertainment,11/01/2008,EU,FALSE,TRUE,TRUE,Base
Buzz!: The Sports Quiz,Relentless Software,Sony Computer Entertainment,10/11/2006,EU,FALSE,TRUE,TRUE,Base
C@M-Station,Arduc,Arduc,28/04/2005,JP,TRUE,FALSE,FALSE,
Cabela's African Safari,Sand Grain Studios,Activision,17/10/2006,NA,FALSE,TRUE,FALSE,
Cabela's Alaskan Adventures,Sand Grain Studios,Activision,19/09/2006,NA,FALSE,TRUE,FALSE,
Cabela's Big Game Hunter (2002),Sand Grain Studios,Activision,26/11/2002,NA,FALSE,TRUE,FALSE,
Cabela's Big Game Hunter (2007),Sand Grain Studios,Activision,06/11/2007,NA,FALSE,TRUE,FALSE,
Cabela's Big Game Hunter 2005 Adventures,Sand Grain Studios,Activision,10/11/2004,NA,FALSE,TRUE,FALSE,
Cabela's Dangerous Hunts,Sand Grain Studios,"ActivisionNA, Zoo Digital PublishingEU",11/11/2003,NA,FALSE,TRUE,FALSE,
Cabela's Dangerous Hunts 2,Sand Grain Studios,Activision,16/11/2005,NA,FALSE,TRUE,FALSE,
Cabela's Dangerous Hunts 2009,Sand Grain Studios,Activision,23/09/2008,NA,FALSE,TRUE,FALSE,
Cabela's Deer Hunt: 2004 Season,Sand Grain Studios,Activision,27/08/2003,NA,FALSE,TRUE,FALSE,
Cabela's Deer Hunt: 2005 Season,Sand Grain Studios,Activision,26/08/2004,NA,FALSE,TRUE,FALSE,
Cabela's Legendary Adventures,Sand Grain Studios,Activision,17/09/2008,NA,FALSE,TRUE,FALSE,
Cabela's Monster Bass,Sand Grain Studios,Activision,19/11/2007,NA,FALSE,TRUE,FALSE,
Cabela's North American Adventures,Fun Labs,Activision,14/09/2010,NA,FALSE,TRUE,FALSE,
Cabela's Outdoor Adventures (2005),Sand Grain Studios,"ActivisionNA, Zoo Digital PublishingEU",14/09/2005,NA,FALSE,TRUE,FALSE,
Cabela's Outdoor Adventures (2009),Sand Grain Studios,Activision,09/09/2009,NA,FALSE,TRUE,FALSE,
Cabela's Trophy Bucks,Sand Grain Studios,Activision,19/09/2007,NA,FALSE,TRUE,FALSE,
Cafe Lindbergh: Summer Season,PrincessSoft,PrincessSoft,31/03/2005,JP,TRUE,FALSE,FALSE,
Cafe Little Wish: Mahou no Recipe,PrincessSoft,PrincessSoft,29/05/2003,JP,TRUE,FALSE,FALSE,
Cake Mania: Baker's Challenge,Coresoft,Destineer,07/10/2008,NA,FALSE,TRUE,FALSE,
Call of Duty 2: Big Red One,Treyarch,"ActivisionNA, PAL, KonamiJP",01/11/2005,NA,FALSE,TRUE,TRUE,Base
Call of Duty 3,Treyarch,Activision,07/11/2006,NA,FALSE,TRUE,FALSE,
Call of Duty: Finest Hour,Spark Unlimited,"ActivisionEU, NA, CapcomJP",16/11/2004,NA,FALSE,TRUE,TRUE,Base
Call of Duty: World at War – Final Fronts,Rebellion Developments,Activision,10/11/2008,NA,FALSE,TRUE,TRUE,Platinum
Cambrian QTS: Kaseki ni Nattemo,Tenky,Global A,11/12/2003,JP,TRUE,FALSE,FALSE,
Canaria,Frontwing,NEC Interchannel,10/04/2003,JP,TRUE,FALSE,FALSE,
Canvas 2: Deep Red-colored Palette,Kadokawa Games,NEC Interchannel,26/01/2006,JP,TRUE,FALSE,FALSE,
Canvas 3: Tanshoku no Pastel,GN Software,NEC Interchannel,17/09/2009,JP,TRUE,FALSE,FALSE,
Canvas: Motif of Sepia,Cocktail Soft,NEC Interchannel,10/04/2003,JP,TRUE,FALSE,FALSE,
Capcom Classics Collection Vol. 1,Backbone Entertainment,Capcom,27/09/2005,NA,FALSE,TRUE,FALSE,
Capcom Classics Collection Vol. 2,Backbone Entertainment,Capcom,24/11/2006,NA,FALSE,TRUE,FALSE,
Capcom Fighting Evolution,Capcom,Capcom,16/11/2004,NA,FALSE,TRUE,FALSE,
Capcom vs. SNK 2: Mark of the Millennium 2001,Capcom,Capcom,13/09/2001,JP,FALSE,TRUE,FALSE,
Captain Scarlet,Brain in a Jar,Blast! Entertainment Ltd,05/12/2006,EU,FALSE,TRUE,TRUE,Base
Captain Tsubasa,Bandai,Bandai,19/10/2006,JP,TRUE,FALSE,FALSE,
Car Racing Challenge,Tamsoft,"D3 PublisherJP, 505 Game StreetEU",09/12/2004,JP,FALSE,TRUE,FALSE,
Card Captor Sakura: Sakura-Chan to Asobo!,NHK,NHK,04/12/2004,JP,TRUE,FALSE,FALSE,
Cardinal Arc: Konton no Fuusatsu,Idea Factory,Idea Factory,07/08/2003,JP,TRUE,FALSE,FALSE,
Carmen Sandiego: The Secret of the Stolen Drums,A2M,BAM! Entertainment,05/03/2004,EU,FALSE,TRUE,FALSE,
Carol Vorderman's Sudoku,Atomic Planet Entertainment,"Eidos InteractiveNA, XplosivEU",25/08/2006,EU,FALSE,TRUE,TRUE,Base
Cars,Rainbow Studios,THQ,06/06/2006,NA,FALSE,TRUE,TRUE,Platinum
Cars Mater-National Championship,Rainbow Studios,THQ,29/10/2007,NA,FALSE,TRUE,FALSE,
Cars Race-O-Rama,Incinerator Studios,THQ,12/10/2009,NA,FALSE,TRUE,FALSE,
CART Fury Championship Racing,Midway,Midway,25/05/2001,NA,FALSE,TRUE,FALSE,
Cart Kings,Gameshastra Inc.,Sony Computer Entertainment,03/08/2011,IN,FALSE,TRUE,FALSE,
Cartagra,KID,KID,15/12/2005,JP,TRUE,FALSE,FALSE,
Cartoon Kingdom,Phoenix Games,Phoenix Games,2007,EU,FALSE,TRUE,FALSE,
Cartoon Network Racing,Eutechnyx,The Game Factory,04/12/2006,NA,FALSE,TRUE,FALSE,
Carwash Tycoon,Aqua Pacific,Phoenix Games,29/09/2006,EU,FALSE,TRUE,FALSE,
Casino Challenge,Aqua Pacific,Play It!,16/01/2004,EU,FALSE,TRUE,TRUE,Base
Casper and The Ghostly Trio,Data Design Interactive,Blast! Entertainment Ltd,10/02/2007,EU,FALSE,TRUE,FALSE,
Casper: Spirit Dimensions,Lucky Chicken,TDK Mediactive,30/09/2001,NA,FALSE,TRUE,FALSE,
Casper's Scare School,Data Design Interactive,Blast! Entertainment Ltd,01/02/2008,EU,FALSE,TRUE,FALSE,
Castle Fantasia: Arihato Senki,Studio e.go!,GN Software,09/08/2007,JP,TRUE,FALSE,FALSE,
Castle Fantasia: Erenshia Senki Plus Stories,Kadokawa Games,Kadokawa Games,24/02/2005,JP,TRUE,FALSE,FALSE,
Castle Shikigami 2,Alfa System,"TaitoJP, XS GamesNA, Play It!EU",29/01/2004,JP,FALSE,TRUE,FALSE,
Castlevania: Curse of Darkness,Konami TYO,Konami,01/11/2005,NA,FALSE,TRUE,FALSE,
Castlevania: Lament of Innocence,Konami TYO,Konami,21/10/2003,NA,FALSE,TRUE,FALSE,
Castleween,Kalisto Entertainment,"Wanadoo EditionEU, MTOJP",29/11/2002,EU,FALSE,TRUE,FALSE,
Catwoman,Argonaut Games,Electronic Arts,20/07/2004,NA,FALSE,TRUE,FALSE,
CaveMan Rock,Phoenix Games,Phoenix Games,2007,EU,FALSE,TRUE,FALSE,
Cel Damage Overdrive,Pseudo Interactive,Play It!,12/12/2002,EU,FALSE,TRUE,FALSE,
Celtic Club Football,Codemasters,Codemasters,10/10/2003,EU,FALSE,TRUE,TRUE,Base
Centre Court: Hard Hitter,Magical Company,"Magical CompanyJP, Midas Interactive EntertainmentEU",28/06/2001,JP,FALSE,TRUE,TRUE,Base
Chaindive,Alvion,Sony Computer Entertainment,16/10/2003,JP,TRUE,FALSE,FALSE,
Champions of Norrath: Realms of Everquest,Snowblind Studios,Sony Online Entertainment,10/02/2004,NA,FALSE,TRUE,FALSE,
Champions: Return to Arms,Snowblind Studios,Sony Online Entertainment,07/02/2005,NA,FALSE,TRUE,FALSE,
Championship Manager 2006,Beautiful Game Studios,Eidos Interactive,05/05/2006,EU,FALSE,TRUE,FALSE,
Championship Manager 2007,Beautiful Game Studios,Eidos Interactive,16/03/2007,EU,FALSE,TRUE,FALSE,
Championship Manager 5,Beautiful Game Studios,Eidos Interactive,13/05/2005,PAL,FALSE,TRUE,FALSE,
Chandragupta: Warrior Prince,Immersive Games,Sony Computer Entertainment,28/09/2009,IN,FALSE,TRUE,FALSE,
Chanter♯: Kimi no Uta ga Todoitara,Terios,Interchannel,30/08/2007,JP,TRUE,FALSE,FALSE,
Chaos Field: New Order,MileStone Inc.,MileStone Inc.,15/12/2005,JP,TRUE,FALSE,FALSE,
Chaos Legion,Capcom,Capcom,06/03/2003,JP,FALSE,TRUE,FALSE,
Chaos Wars,Idea Factory,"Idea FactoryJP, O~3 EntertainmentNA",21/09/2006,JP,FALSE,TRUE,FALSE,
Charlie and the Chocolate Factory,High Voltage Software,"Global Star SoftwareNA, 2K GamesEU",11/07/2005,NA,FALSE,TRUE,TRUE,Base
Charlie's Angels,Neko Entertainment,Ubisoft,04/07/2003,EU,FALSE,TRUE,FALSE,
